id,text,url,processed_gpe,predicted_model,string_matches,predicted_country,heirarchical_without_sm_geonames,more_flag_h,mixtral_spacy,svm,svm_1,mixtral,local_path
00024.jsonl.gz-9874159,Hire car Vientiane - Vang Vieng / 1day/ 2 ways,https://vietnampathfinder.com//upload/car/1132377542_Inova.jpg,Vientiane,lg,"{'country': 'laos', 'location': 'vientiane'}",laos,lao people's democratic republic,False,lao people's democratic republic,1,1,laos,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00024.jsonl.gz-9874159.jpg
00107.jsonl.gz-6076285,Riga Latvia 17 September 2020 Renault Zoe is a five-door supermini city electric car. Stands on parking lot in modern village private houses. Sunset mood lense flares,https://image.shutterstock.com/image-photo/riga-latvia-17-september-2020-260nw-1816762874.jpg,Riga_Latvia,sm,"{'country': 'latvia', 'location': 'riga'}",latvia,india_latvia_nigeria_russian federation_nepal_niger_pakistan_cameroon_china_italy_united states_bulgaria,True,latvia,1,1,latvia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00107.jsonl.gz-6076285.jpg
00069.jsonl.gz-9338539,"Andreas Pohl (R) and Robert Peil of Germany drive Mercedes 280 SL car of year 1970 during the Baltic Classic Rally 2017 stop in Riga, Latvia, in 2017",https://www.telegraph.co.uk/content/dam/news/2019/12/20/TELEMMGLPICT000130919177_trans_NvBQzQNjv4BqM4jyXBDWA13jCDOSysTa2-snmRGcD6WDaSWaJbPatNM.jpeg?imwidth=480,Germany_Riga_Latvia,sm,{'country': 'germany'},germany,india_latvia_canada_nigeria_russian federation_philippines_nepal_niger_pakistan_cameroon_china_italy_united states_belarus_germany_bulgaria,True,latvia,1,1,latvia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00069.jsonl.gz-9338539.jpg
00124.jsonl.gz-8286156,SIXT Car hire Riga - Airport Compact car - Skoda Scala,https://rental24.co.uk/images/ct_cars/skodascala.png,sixt riga - - skoda,,"{'country': 'latvia', 'location': 'riga'}",latvia,no,False,no,1,1,latvia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00124.jsonl.gz-8286156.jpg
00035.jsonl.gz-13339159,Diamond Toyota Lebanon Pa Car Dealer In Lebanon Manta >> 1966 Chevrolet Chevelle Ss Gateway Classic Cars 1486 Hou,https://images.gatewayclassiccars.com/carpics/HOU/1486/1486.jpg,Lebanon_Lebanon,sm,{'country': 'lebanon'},lebanon,canada_philippines_lebanon_sri lanka_south africa_united states_jamaica,True,lebanon,1,1,lebanon,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00035.jsonl.gz-13339159.jpg
00067.jsonl.gz-11845093,"A Lebanese Army soldier moves a damaged car at the site of a car bomb explosion outside of the Al-Taqwa mosque, in the northern city of Tripoli, Lebanon.",https://english.cdn.zeenews.com/sites/default/files/2014/07/31/68551-24-8-2013-d-gh4-o.jpg,Tripoli_Lebanon,sm,"{'country': 'united states', 'location': 'tripoli'}",united states,"canada_bolivia, plurinational state of_philippines_lebanon_libya_italy_sri lanka_south africa_united states_jamaica",True,lebanon,1,1,lebanon,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00067.jsonl.gz-11845093.jpg
00076.jsonl.gz-32527,Facts about Lykan Hypersport - The Fast Cars | Future car Motorcycle | Scoop.it,http://img.scoop.it/-a9OhIOvzSvKnR-0P-gqqDl72eJkfbmt4t8yenImKBVvK0kTmF0xjctABnaLJIm9,facts lykan hypersport - cars | | scoop.it,,"{'country': 'france', 'location': 'cars'}",france,no,False,no,1,1,lebanon,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00076.jsonl.gz-32527.jpg
00051.jsonl.gz-4050885,Buy Used Mazda Mazda 2 Silver Car in Maseru in Maseru,https://carsotho.s3.amazonaws.com/uploads/picture/url/3974/medium_with_watermark_IMG_20170625_134501.jpg,Maseru_Maseru,sm,"{'country': 'lesotho', 'location': 'maseru'}",lesotho,south africa_lesotho_zimbabwe,True,lesotho,1,1,lesotho,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00051.jsonl.gz-4050885.jpg
00097.jsonl.gz-3083440,Buy Used Toyota IST Silver Car in Maseru in Maseru,https://carsotho.s3.amazonaws.com/uploads/picture/url/7361/medium_with_watermark_43880256_157845481824638_895143421541351424_o.jpg,Maseru_Maseru,sm,"{'country': 'lesotho', 'location': 'maseru'}",lesotho,south africa_lesotho_zimbabwe,True,lesotho,1,1,lesotho,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00097.jsonl.gz-3083440.jpg
00081.jsonl.gz-4583010,Buy Used Toyota Hilux Red Car in Maseru in Maseru,https://carsotho.s3.amazonaws.com/uploads/picture/url/2638/medium_with_watermark_20768156_344608039297458_6686980048410277834_n.jpg,Maseru_Maseru,sm,"{'country': 'lesotho', 'location': 'maseru'}",lesotho,south africa_lesotho_zimbabwe,True,lesotho,1,1,lesotho,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00081.jsonl.gz-4583010.jpg
00126.jsonl.gz-14312653,Buy Used Kia Sorento Black Car in Monrovia in Montserrado County,https://carliberia.s3.amazonaws.com/uploads/picture/url/508/medium_with_watermark_37681269_483336515458809_1169317426295209984_n.jpg,Monrovia_Montserrado County,sm,"{'country': 'united states', 'location': 'monrovia'}",united states,guatemala_sri lanka_australia_liberia_united states,True,liberia,1,1,liberia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00126.jsonl.gz-14312653.jpg
00024.jsonl.gz-1033363,Buy Import Mitsubishi Pajero Other Car in Import - Dubai in Bomi County,https://carliberia.s3.amazonaws.com/uploads/picture/url/4321/medium_with_watermark_0fa83a00-48d5-428f-a0bc-ec5f25e7d7a0.jpg,Bomi County,sm,"{'country': 'liberia', 'location': 'bomi county'}",liberia,liberia,False,liberia,1,1,liberia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00024.jsonl.gz-1033363.jpg
00084.jsonl.gz-5175945,Buy Used Nissan Pathfinder White Car in Monrovia in Montserrado County,https://carliberia.s3.amazonaws.com/uploads/picture/url/444/medium_with_watermark_37370439_1082674375232707_9019641268191363072_n.jpg,Monrovia_Montserrado County,sm,"{'country': 'united states', 'location': 'monrovia'}",united states,guatemala_sri lanka_australia_liberia_united states,True,liberia,1,1,liberia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00084.jsonl.gz-5175945.jpg
00012.jsonl.gz-1254018,"People gather at the site of twin car bombs in Benghazi, Libya. (Reuters)",https://static-news.moneycontrol.com/static-mcnews/2018/01/RTX4J05R.jpg,Benghazi_Libya,sm,"{'country': 'libya', 'location': 'benghazi'}",libya,libya,False,libya,0,1,libya,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00012.jsonl.gz-1254018.jpg
00031.jsonl.gz-4988174,Libyan security forces gather outside the French Embassy in Tripoli following a car bomb blast.,https://ca-times.brightspotcdn.com/dims4/default/0287251/2147483647/strip/true/crop/2048x1366+0+0/resize/840x560!/quality/90/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F35%2F42%2Fc696e630c462f47727f752a25a9d%2Fla-xpm-photo-2013-apr-23-la-fg-wn-car-bomb-french-embassy-libya-20130423,Tripoli,sm,"{'country': 'united states', 'location': 'tripoli'}",united states,"bolivia, plurinational state of_lebanon_libya_italy_united states_jamaica",True,libya,0,1,libya,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00031.jsonl.gz-4988174.jpg
00123.jsonl.gz-8964736,Kia Rio car for sale 2004 in Benghazi city,https://opensooq-images.os-cdn.com/previews/220x0/7222/d7c9/7222d7c90ab0c49b6084ec5a76f1ff4d55d2877f4b4e2270ab69915c6cd60008.jpg.jpg,Benghazi,sm,"{'country': 'libya', 'location': 'benghazi'}",libya,libya,False,libya,1,1,libya,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00123.jsonl.gz-8964736.jpg
00074.jsonl.gz-8745056,"""UTENA, LITHUANIA - JANUARY 28: MR Sport team Mitsubishi Lancer car during """"Halls Winter Rally 2012"""", on January 28, 2012 in Utena, Lithuania""",https://image.shutterstock.com/image-photo/utena-lithuania-january-28-mr-260nw-95118208.jpg,Utena_Lithuania,sm,"{'country': 'lithuania', 'location': 'utena'}",lithuania,lithuania_russian federation,True,lithuania,1,1,lithuania,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00074.jsonl.gz-8745056.jpg
00120.jsonl.gz-8822060,Kedainiai Old Town Lithuania Mark Sign Architecture Building Exterior Built Structure Car City Communication Day Kėdainiai Land Vehicle Mode Of Transport No People Outdoors Street Transportation,https://cdn4.eyeem.com/thumb/cd6abba871f96fd797916ee04992b83696aaf87e-1521579400299/w/750,Kedainiai_Lithuania_Kėdainiai,trf,"{'country': 'saint lucia', 'location': 'town'}",saint lucia,lithuania,False,lithuania,1,1,lithuania,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00120.jsonl.gz-8822060.jpg
00030.jsonl.gz-3935289,race car driver: The young bus driver on the roads of Lithuania  Stock Photo,https://us.123rf.com/450wm/ramvseb/ramvseb1107/ramvseb110700085/10038136-the-young-bus-driver-on-the-roads-of-lithuania.jpg?ver=6,Lithuania,sm,{'country': 'lithuania'},lithuania,lithuania,False,lithuania,0,1,lithuania,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00030.jsonl.gz-3935289.jpg
00029.jsonl.gz-17942213,Dinky Toys #1404 Citroen Break ID19 Radio Television Luxembourg Camera car - Model Cars,https://d3h6k4kfl8m9p0.cloudfront.net/stories/hBVxkllizv0bcCq.mXoWlg-small.jpg,Luxembourg,trf,{'country': 'luxembourg'},luxembourg,greece_luxembourg,True,luxembourg,1,1,luxembourg,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00029.jsonl.gz-17942213.jpg
00076.jsonl.gz-15083375,33. US Car Festival by American Roadrunners Luxembourg,https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/sd21769f84d72040f/image/i03dfa5579516a90d/version/1562618357/image.jpg,Luxembourg,sm,{'country': 'luxembourg'},luxembourg,greece_luxembourg,True,luxembourg,1,1,luxembourg,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00076.jsonl.gz-15083375.jpg
00075.jsonl.gz-12527035,"Rent-a-car Lamborghini Urus in Differdange, photo 14",https://auto-arenda.lu/img/cars-img/lamborghini--urus/lamborghini--urus--1288e5faf85441c8a3df7e43329dfa85--128x96.jpg,Differdange,trf,"{'country': 'luxembourg', 'location': 'differdange'}",luxembourg,luxembourg,False,luxembourg,1,1,luxembourg,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00075.jsonl.gz-12527035.jpg
00121.jsonl.gz-8729200,Lesney Matchbox 1979 WALT DISNEY Character Car WD4a MINNIE Mouse LINCOLN MACAO,http://thumbs.ebaystatic.com/images/g/VDoAAOSwUuFWuwLt/s-l225.jpg,MACAO,md,{},,"taiwan, province of china_philippines_china_macao",True,macao,1,1,macao,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00121.jsonl.gz-8729200.jpg
00009.jsonl.gz-2934990,color colour car yard photoshop bug volkswagen eos junk beetle abandon macau ultrawide hdr macao lightroom 澳門 veedub photomatix volkswagentype1,https://farm5.staticflickr.com/4140/4776664565_f70ce0ba72.jpg,macao,sm,{},,"taiwan, province of china_philippines_china_macao",True,macao,1,1,macao,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00009.jsonl.gz-2934990.jpg
00082.jsonl.gz-5551042,"The Honorary Consul of Malaysia in Antananarivo, Zahid Raza, is pictured slumped in his bullet-ridden car minutes after his 'assassination' on August 24",https://www.thesun.co.uk/wp-content/uploads/2017/09/nintchdbpict000349592303.jpg?strip=all&amp;w=665,Malaysia_Antananarivo,sm,{'country': 'malaysia'},malaysia,madagascar_thailand_malaysia,True,madagascar,1,1,madagascar,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00082.jsonl.gz-5551042.jpg
00110.jsonl.gz-3969316,Buy Used Peugeot 404 Other Car in Antananarivo in,https://i0.wp.com/fiarakodia.s3.amazonaws.com/uploads/picture/url/3337/medium_with_watermark_IMG_20170912_133558.jpg?w=200,Antananarivo,trf,{},,madagascar,False,madagascar,1,1,madagascar,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00110.jsonl.gz-3969316.jpg
00010.jsonl.gz-2611780,Buy Used Nissan Juke Black Car in Lilongwe in Malawi,https://caryanga.s3.amazonaws.com/uploads/picture/url/5969/medium_with_watermark_24959109_1372679829509431_2290911251372580814_o.jpg,Lilongwe,sm,"{'country': 'malawi', 'location': 'lilongwe'}",malawi,malawi,False,malawi,1,1,malawi,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00010.jsonl.gz-2611780.jpg
00042.jsonl.gz-17647213,Buy Used Nissan Hardbody Black Car in Limbe in Malawi,https://caryanga.s3.amazonaws.com/uploads/picture/url/1026/medium_with_watermark_14322611_965552490222599_6538714368794516621_n.jpg,Limbe,sm,"{'country': 'cameroon', 'location': 'limbe'}",cameroon,indonesia_malawi_mozambique_cameroon_south sudan_ecuador_haiti,True,malawi,1,1,malawi,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00042.jsonl.gz-17647213.jpg
00033.jsonl.gz-314510,Buy Used Volkswagen Passat Black Car in Limbe in Malawi,https://caryanga.s3.amazonaws.com/uploads/picture/url/2021/medium_with_watermark_14322753_152041765249206_4084601271133145777_n.jpg,Limbe,sm,"{'country': 'cameroon', 'location': 'limbe'}",cameroon,indonesia_malawi_mozambique_cameroon_south sudan_ecuador_haiti,True,malawi,1,1,malawi,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00033.jsonl.gz-314510.jpg
00126.jsonl.gz-6848858,Used Car Japanese Vehicles Exporter in Malaysia,https://thumbs.slideserve.com/1_1341259.jpg,Malaysia,sm,{'country': 'malaysia'},malaysia,thailand_malaysia,True,malaysia,1,1,malaysia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00126.jsonl.gz-6848858.jpg
00107.jsonl.gz-283166,Car Rental Shahab Perdana Comfortable,https://www.carrentalalorsetar.com/wp-content/uploads/2019/02/Car-Rental-Shahab-Perdana-17.jpg,shahab perdana,,{},,no,False,no,1,1,malaysia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00107.jsonl.gz-283166.jpg
00020.jsonl.gz-3872986,BMW 7 Series Car Price in Malaysia,http://www.expat.com.my/images/BMW%207%20Series%20Malaysia%202.jpg,Malaysia,sm,{'country': 'malaysia'},malaysia,thailand_malaysia,True,malaysia,1,1,malaysia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00020.jsonl.gz-3872986.jpg
00122.jsonl.gz-17887509,Mulee Aage: Our president car and wise-president car infront of president jetty .,https://media-cdn.tripadvisor.com/media/photo-s/05/e4/95/f6/our-president-car-and.jpg,mulee aage: wise-president infront .,,{},,no,False,no,1,1,maldives,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00122.jsonl.gz-17887509.jpg
00040.jsonl.gz-14189485,Buy Used Toyota Land Cruiser Prado Black Car in Bamako in Mali,https://mobili.s3.amazonaws.com/uploads/picture/url/9168/medium_with_watermark_24959109_1372679829509431_2290911251372580814_o.jpg,Bamako_Mali,sm,"{'country': 'mali', 'location': 'bamako'}",mali,"india_zimbabwe_mali_nepal_congo, the democratic republic of the_guinea_burkina faso_sierra leone_kenya_sweden_central african republic_mozambique_cameroon_china_nigeria_myanmar_tanzania, united republic of_liberia_belarus_congo_indonesia_senegal_taiwan, province of china_pakistan",True,mali,1,1,mali,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00040.jsonl.gz-14189485.jpg
00021.jsonl.gz-1511124,A member of special forces checks under a car parked outside the Radisson Blu hotel in Bamako after the assault of security forces,https://www.telegraph.co.uk/multimedia/archive/03506/mali-special-force_3506507k.jpg,Bamako,trf,"{'country': 'mali', 'location': 'bamako'}",mali,burkina faso_mali_senegal,True,mali,1,1,mali,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00021.jsonl.gz-1511124.jpg
00040.jsonl.gz-18127973,Buy Used BMW 5-Series Blue Car in Bamako in Mali,https://mobili.s3.amazonaws.com/uploads/picture/url/9201/medium_with_watermark_28168500_2100640763491450_1431702374715739728_n.jpg,Bamako_Mali,sm,"{'country': 'mali', 'location': 'bamako'}",mali,"india_zimbabwe_mali_nepal_congo, the democratic republic of the_guinea_burkina faso_sierra leone_kenya_sweden_central african republic_mozambique_cameroon_china_nigeria_myanmar_tanzania, united republic of_liberia_belarus_congo_indonesia_senegal_taiwan, province of china_pakistan",True,mali,1,1,mali,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00040.jsonl.gz-18127973.jpg
00075.jsonl.gz-5823471,Debris lies on the ground at the site where Daphne Caruana Galizia's car was blown up in October 2017. Photo: Mark Zammit Cordina,https://cdn-attachments.timesofmalta.com/2e08acdd00dbd1a5d88d6c41106c248fef143ed1-1620207749-8b5ca206-1920x1280.jpg,lies caruana galizia's 2017. photo: zammit cordina,,{},,no,False,no,1,1,malta,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00075.jsonl.gz-5823471.jpg
00077.jsonl.gz-10826992,renting a car in malta,https://global-uploads.webflow.com/576fd5a8f192527e50a4b95c/5eb544d34dc13a70436d7814_renting%20a%20car%20in%20malta.jpg,malta,sm,{'country': 'malta'},malta,india_poland_cuba_romania_nepal_colombia_montenegro_malta_netherlands_germany_croatia_tunisia_australia_united states_türkiye_bosnia and herzegovina_brazil_south africa_portugal_latvia_austria,True,malta,1,1,malta,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00077.jsonl.gz-10826992.jpg
00036.jsonl.gz-14858481,"The shattered windows of an Opel car are seen after a bomb went off in a passing vehicle in Marsa on September 26. Three people were seriously injured, including the 37-year-old driver of the Opel. Photo: Steve Zammit Lupi",https://cdn-attachments.timesofmalta.com/3063cec11e152d89a72551cc6e0dcf99b3599aa3-1475154942-57ed13fe-620x348.jpg,Marsa,sm,"{'country': 'malta', 'location': 'marsa'}",malta,"india_nigeria_indonesia_bolivia, plurinational state of_russian federation_senegal_malta_ethiopia_france",True,malta,1,1,malta,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00036.jsonl.gz-14858481.jpg
00092.jsonl.gz-9104180,Marshall Islands Car Seat Covers - Marshall Islands Flag with Polynesian Patterns,https://cdn.shopify.com/s/files/1/2074/1905/products/front_1_ad1353fb-fae9-4f15-b33d-dc1f40e14a7e_large.jpg?v=1585873538,Marshall Islands_Marshall Islands,trf,{'country': 'marshall islands'},marshall islands,marshall islands,False,marshall islands,1,1,marshall islands,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00092.jsonl.gz-9104180.jpg
00031.jsonl.gz-17111532,All items for making tea are right there in the car | Nouadhibou Nouakchott taxi ride | Mauritania,http://www.traveladventures.org/countries/mauritania/images/nouadhibou-nouakchott-taxi-ride02.jpg,Mauritania,sm,{'country': 'mauritania'},mauritania,mauritania,False,mauritania,1,1,mauritania,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00031.jsonl.gz-17111532.jpg
00100.jsonl.gz-8738465,"Mauritania, in northwest Africa.  I am on the right.  During the plague every inch of that car would be covered in locusts basking in the heat.  Also, I bring 'hammer pants' to Africa.",https://images.squarespace-cdn.com/content/514840d8e4b07ce9212058e6/1369293233935-POV046YLPKI6NNOTLEB2/mauritania_jin_diara_benz_280se.jpg?format=1000w&content-type=image%2Fjpeg,Mauritania,sm,{'country': 'mauritania'},mauritania,mauritania,False,mauritania,1,1,mauritania,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00100.jsonl.gz-8738465.jpg
00041.jsonl.gz-10266170,Buy Used Nissan Pathfinder Beige Car in Nouakchott in West Nouakchott,https://automauritanie.s3.amazonaws.com/uploads/picture/url/239/medium_with_watermark_107996_4.jpg,Nouakchott,trf,{},,mauritania,False,mauritania,1,1,mauritania,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00041.jsonl.gz-10266170.jpg
00070.jsonl.gz-5345169,"Red Retromobile Morris Minor ((Ltd Edition of only 20 Fine Art Giclee Prints) by Jenny Rainbow Fine Art Photography. This classic red Morris Minor I met on the wet street of Mauritius. It looked. Rainbow Photography, Car Photography, Fine Art Photography, Street Photography, Art Prints For Home, Fine Art Prints, Framed Prints, Framed Art, Morris Minor",https://i.pinimg.com/236x/22/87/9e/22879e66382605ed0773171a86ecca77--mauritius-travel-mauritius-island.jpg,Mauritius,trf,{'country': 'mauritius'},mauritius,south africa_mauritius,True,mauritius,1,1,mauritius,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00070.jsonl.gz-5345169.jpg
00078.jsonl.gz-6981889,"Peugeot Car Rental at Ssr International Airport MRU, Mauritius - RENTAL24H",https://rental24h.com/images/cars_new/peugeot308convertible.png,Mauritius,trf,{'country': 'mauritius'},mauritius,south africa_mauritius,True,mauritius,1,1,mauritius,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00078.jsonl.gz-6981889.jpg
00079.jsonl.gz-13333652,Buy Used Toyota Vitz Silver Car in Quartier Militaire in Moka District,https://carmoris.s3.amazonaws.com/uploads/picture/url/1094/medium_with_watermark_39585270_1682639771835071_4659830574590984192_n.jpg,Quartier Militaire,sm,"{'country': 'mauritius', 'location': 'quartier militaire'}",mauritius,mauritius_canada,True,mauritius,1,1,mauritius,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00079.jsonl.gz-13333652.jpg
00112.jsonl.gz-6692575,"Rancheroized Lincoln Continental is half car, half truck and all luxurious oddity",http://i.kinja-img.com/gawker-media/image/upload/s--tADX1znt--/18n4zr87j6u1hjpg.jpg,"rancheroized car,",,{},,no,False,no,1,1,mexico,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00112.jsonl.gz-6692575.jpg
00027.jsonl.gz-1319752,"Sayulita, Nayarit, Mexico - June 16, 2018: Vintage blue car parked on street in front of home in Sayulita",https://ak.picdn.net/offset/photos/5feb70656f52af4409f02c71/medium/offset_1065850.jpg?DFghwDcb,Nayarit_Mexico,sm,"{'country': 'mexico', 'location': 'nayarit'}",mexico,"zimbabwe_bolivia, plurinational state of_philippines_mexico_italy_australia_united arab emirates_belize_united states_jamaica",True,mexico,1,1,mexico,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00027.jsonl.gz-1319752.jpg
00107.jsonl.gz-5706336,Broken down old car in front of weathered colourful building façade in the city of Oaxaca in Mexico,https://t4.ftcdn.net/jpg/04/25/07/49/360_F_425074967_IFgwAKxry59goYFUhCbOdOydvXJHclqk.jpg,Oaxaca_Mexico,sm,"{'country': 'mexico', 'location': 'oaxaca'}",mexico,"zimbabwe_bolivia, plurinational state of_philippines_mexico_guatemala_italy_australia_united arab emirates_belize_united states_jamaica",True,mexico,1,1,mexico,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00107.jsonl.gz-5706336.jpg
00102.jsonl.gz-5128364,Image of Pohnpei Car Seat Covers - Pohnpei Flag Micronesian Tribal Reggae - BN04,https://cdn.shopify.com/s/files/1/0207/9840/6720/products/front_3_5a1205ce-acea-4399-b476-258b4f80ccca_large.jpg?v=1552556463,Pohnpei_Pohnpei,trf,{},,no,False,no,1,1,micronesia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00102.jsonl.gz-5128364.jpg
00115.jsonl.gz-16434959,"Parked Peugeot car near the Parliament of Moldova. Chisinau, Moldova - Circa 2018: Parked Peugeot car near the Parliament of Moldova building on a warm summer stock video footage",https://thumbs.dreamstime.com/t/parked-peugeot-car-near-parliament-moldova-chisinau-circa-building-warm-summer-day-140631935.jpg,Moldova,sm,{'country': 'moldova'},moldova,estonia_romania,True,moldova,0,1,moldova,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00115.jsonl.gz-16434959.jpg
00024.jsonl.gz-11373334,"Privet, Moldova; pictures of the town, a statue, a car and a building covered in snow.",https://i1.wp.com/lossi36.com/wp-content/uploads/2018/09/Privet-Moldova-.png?resize=1422%2C579&ssl=1,Moldova,sm,{'country': 'moldova'},moldova,estonia_romania,True,moldova,1,1,moldova,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00024.jsonl.gz-11373334.jpg
00022.jsonl.gz-13732555,"Moldova , 1990  , Car , Automobile , Calendrier - Calendars",https://delcampe-static.net/img_thumb/auction/000/788/226/818_001.jpg?v=1,Moldova,md,{'country': 'moldova'},moldova,estonia_romania,True,moldova,1,1,moldova,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00022.jsonl.gz-13732555.jpg
00040.jsonl.gz-17233237,car river crossing mongolia,http://i2.wp.com/www.ottsworld.com/wp-content/uploads/2011/10/Car-4.jpg?resize=600%2C400,mongolia,trf,{'country': 'mongolia'},mongolia,philippines_canada_mongolia,True,mongolia,1,1,mongolia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00040.jsonl.gz-17233237.jpg
00123.jsonl.gz-9879290,Dog transported on a car in Mongolia - Stock Photo,https://l450v.alamy.com/450v/fj245y/dog-transported-on-a-car-in-mongolia-fj245y.jpg,Mongolia,trf,{'country': 'mongolia'},mongolia,philippines_canada_mongolia,True,mongolia,1,1,mongolia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00123.jsonl.gz-9879290.jpg
00009.jsonl.gz-13740401,Plug In Adventures becomes first team to complete epic Mongol Rally challenge in all-electric car,http://www.automotiveblog.co.uk/wp-content/uploads/2017/09/Nissan-Leaf-Mongol-Rally-couple-310x165.jpg,adventures all-electric,,{},,no,False,no,1,1,mongolia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00009.jsonl.gz-13740401.jpg
00106.jsonl.gz-1540926,"""<div class=""""meta image-caption""""><div class=""""origin-logo origin-image none""""><span>none</span></div><span class=""""caption-text"""">Brad Pitt waves from the car and is accompanied by Angelina Jolie in Montenegrin coastal town of Tivat, Tuesday, April 6, 2010.(AP Photo/Risto Bozovic) (AP)</span></div>""",https://cdn.abclocal.go.com/content/wpvi/images/cms/AP100406120939.jpg,"none""""><span",sm,{},,no,False,no,1,1,montenegro,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00106.jsonl.gz-1540926.jpg
00072.jsonl.gz-7863204,"KOTOR, MONTENEGRO - SEPTEMBER 10, 2017: Woman drives Volkswagen convertible car Stock Footage",https://images.pond5.com/kotor-montenegro-september-10-2017-footage-081978461_iconm.jpeg,MONTENEGRO,sm,{'country': 'montenegro'},montenegro,"nicaragua_el salvador_cuba_chile_bolivia, plurinational state of_philippines_colombia_mexico_peru_guatemala_costa rica_montenegro_brazil_paraguay_north macedonia_venezuela, bolivarian republic of_portugal",True,montenegro,1,1,montenegro,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00072.jsonl.gz-7863204.jpg
