id,text,url,processed_gpe,predicted_model,string_matches,predicted_country,mixtral,heirarchical_without_sm_geonames,more_flag_h,mixtral_spacy,svm_1,local_path
00017.jsonl.gz-16315578,"Liberia - Kpelle tribe, village scene,  traditional cylindrical house.",https://i.pinimg.com/736x/86/1c/1c/861c1c5aa4574ac47086f8b294aead1e.jpg,Liberia,trf,{'country': 'liberia'},liberia,liberia,Costa Rica,True,liberia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00017.jsonl.gz-16315578.jpg
00108.jsonl.gz-2131457,"House and Chicken, Liberia",https://cdn.shopify.com/s/files/1/2007/0885/products/030_D850Scan_Foreign_Liberia_0119_710x710.jpg?v=1579813337,Liberia,sm,{'country': 'liberia'},liberia,liberia,Costa Rica,True,liberia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00108.jsonl.gz-2131457.jpg
00026.jsonl.gz-12803681,"economic prefabricated bungalow ,movable house for sall in Libya,house mobile",http://i01.i.aliimg.com/photo/v10/560101555/economic_prefabricated_bungalow_movable_house_for_sall.jpg_200x200.jpg,Libya,sm,{'country': 'libya'},libya,libya,Libya,True,libya,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00026.jsonl.gz-12803681.jpg
00119.jsonl.gz-6863359,Traditional Libyan Courtyard House by NadaBenghazi,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/69e8b94d-53a8-41ae-9888-b5abe006f664/d5ut2dc-6b3cbba4-3075-467b-a623-406ce7303445.jpg/v1/fill/w_333,h_250,q_70,strp/traditional_libyan_courtyard_house_by_nadabenghazi_d5ut2dc-250t.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9NzY4IiwicGF0aCI6IlwvZlwvNjllOGI5NGQtNTNhOC00MWFlLTk4ODgtYjVhYmUwMDZmNjY0XC9kNXV0MmRjLTZiM2NiYmE0LTMwNzUtNDY3Yi1hNjIzLTQwNmNlNzMwMzQ0NS5qcGciLCJ3aWR0aCI6Ijw9MTAyNCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.72O5czA1WS71wlQJKtyFxgaHQLihY03mP7c3tW6Kk7M",NadaBenghazi,trf,{},,libya,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00119.jsonl.gz-6863359.jpg
00114.jsonl.gz-3460717,Traditional Libyan Courtyard House by NadaBenghazi,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/intermediary/f/69e8b94d-53a8-41ae-9888-b5abe006f664/d5ut2dc-6b3cbba4-3075-467b-a623-406ce7303445.jpg/v1/fill/w_267,h_200,q_70,strp/traditional_libyan_courtyard_house_by_nadabenghazi_d5ut2dc-200h.jpg",NadaBenghazi,trf,{},,libya,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00114.jsonl.gz-3460717.jpg
00048.jsonl.gz-43492,Lakeshore sauna house for 2 - Daugai - Chalet,https://a0.muscache.com/im/pictures/7e47fdbc-4297-4a8b-9c66-d7e7eba8aa0e.jpg?aki_policy=x_medium,lakeshore 2 - daugai -,,"{'country': 'united states', 'location': 'lakeshore'}",united states,lithuania,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00048.jsonl.gz-43492.jpg
00117.jsonl.gz-16144136,Black Box House in Vilnius by PAO Architects,http://88designbox.com/upload/2018/01/28/modern-villa-design-in-vilnius-06.jpg,Vilnius,trf,"{'country': 'lithuania', 'location': 'vilnius'}",lithuania,lithuania,Lithuania,True,lithuania,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00117.jsonl.gz-16144136.jpg
00045.jsonl.gz-6519346,"Typical, Ethnographic Wooden House In Rumsiskes, Kaunas District In Lithuania",https://static1.bigstockphoto.com/thumbs/9/2/6/large2/62936743.jpg,Rumsiskes_Lithuania,sm,{'country': 'lithuania'},lithuania,lithuania,no,False,lithuania,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00045.jsonl.gz-6519346.jpg
00024.jsonl.gz-2603332,house for buy 5 bedrooms 217 m² luxembourg photo 3,https://i1.static.athome.eu/images/annonces2/image_/e1/5f/b6/e6ad62fa35ef82ed12a5e62ca0639303_3.jpg,5 bedrooms 217 m² luxembourg 3,,{'country': 'luxembourg'},luxembourg,luxembourg,no,False,luxembourg,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00024.jsonl.gz-2603332.jpg
00064.jsonl.gz-11054,House for sale 2 bedrooms in Luxembourg-Pfaffenthal - Ref. 6672526,https://i1.static.athome.eu/images/annonces2/image_/e8/0d/56/314965ef8137abcf6351d272a04500e76a85109b_396x297.jpg?bg=gray90,Luxembourg,trf,{'country': 'luxembourg'},luxembourg,luxembourg,Luxembourg,True,luxembourg,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00064.jsonl.gz-11054.jpg
00025.jsonl.gz-6597838,House for sale 4 bedrooms in Belvaux - Ref. 6795719,https://i1.static.athome.eu/images/annonces2/image_/7c/1b/76/286a9d06ea6e78fcba0a74c8d0edd0ed_1_396x297.jpg?bg=gray90,Belvaux,trf,"{'country': 'luxembourg', 'location': 'belvaux'}",luxembourg,luxembourg,Luxembourg,True,luxembourg,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00025.jsonl.gz-6597838.jpg
00009.jsonl.gz-5313265,"Window, Macao, China, yellow, architecture Window, Macao, China, Yellow, Architecture Built Structure Window Architecture Building Exterior Building Yellow Day Residential District Outdoors Wall House No People",https://cdn3.eyeem.com/thumb/4a1e28a7342ec60c0fafc017a6bae21b640e4da1-1551125172201/w/400,Macao_China_Macao_China_Yellow,sm,{},,macao,"Portugal_Taiwan, Province of China_Mexico",True,macao/china,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00009.jsonl.gz-5313265.jpg
00084.jsonl.gz-15478551,ARTICLE – Home Journal Coloane House 2015 1,https://i0.wp.com/jmlproperty.com/wp-content/uploads/2019/07/ARTICLE-Home-Journal-Coloane-House-2015-1.png?resize=150%2C150&ssl=1,– coloane 2015 1,,{},,macao,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00084.jsonl.gz-15478551.jpg
00022.jsonl.gz-5291681,Storm lanterns hang from the massive trunk of a baobab tree and along the table which is laid for dinner in the garden of the beach house,http://cdn.c.photoshelter.com/img-get/I0000qG2Wr6VFS0c/t/200/I0000qG2Wr6VFS0c.jpg,lanterns hang,,{},,madagascar,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00022.jsonl.gz-5291681.jpg
00041.jsonl.gz-13573629,Cock running on a Malagasy farm house Stock Photo,https://thumbs.dreamstime.com/t/cock-running-malagasy-farm-house-alone-sand-path-madagascar-65311630.jpg,Malagasy,sm,{},,madagascar,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00041.jsonl.gz-13573629.jpg
00029.jsonl.gz-4696432,Free Old Red Malagasy Mud House Stock Photo - 62354510,https://thumbs.dreamstime.com/t/old-red-malagasy-mud-house-62354510.jpg,- 62354510,,{},,madagascar,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00029.jsonl.gz-4696432.jpg
00065.jsonl.gz-11986141,4 Bedroom House for sale in Namiwawa,https://www.nyumba24.com/oc-content/uploads/50/4469_preview.jpg,Namiwawa,sm,{},,malawi,Malawi,True,malawi,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00065.jsonl.gz-11986141.jpg
00002.jsonl.gz-7447831,"Five bedroom house for sale in Chigumula, Blantyre",https://www.nyumba24.com/oc-content/uploads/49/4006_preview.jpg,Chigumula_Blantyre,sm,"{'country': 'united kingdom', 'location': 'blantyre'}",united kingdom,malawi,Malawi,True,malawi,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00002.jsonl.gz-7447831.jpg
00068.jsonl.gz-9046155,"MPHANDULA, MALAWI – CIRCA MAY 2007 : Yohan David (R) relaxes in front of a house May 2007 in Mphandula, Malawi. David's son was adopted by singer Madonna.",https://image.shutterstock.com/image-photo/stock-photo-mphandula-malawi-circa-may-yohan-david-r-relaxes-in-front-of-a-house-may-in-450w-35102575.jpg,Mphandula,sm,{},,malawi,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00068.jsonl.gz-9046155.jpg
00080.jsonl.gz-16866969,Bloody house break-in in Tapah - Malaysia Premier Property ...,http://vault.starproperty.my.s3.amazonaws.com/wp-content/uploads/2013/06/tapah-murthi.jpg,Tapah,sm,{},,malaysia,Malaysia,True,malaysia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00080.jsonl.gz-16866969.jpg
00111.jsonl.gz-17051897,Picture of 4 bedroom Semi-detached House for sale in Sentul,https://www.klpropertylist.com/media/fotos/e2/man2ok_1_1444828227.jpg,Sentul,trf,{},,malaysia,Malaysia,True,malaysia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00111.jsonl.gz-17051897.jpg
00009.jsonl.gz-6570849,"Bungalow House For Sale at Enclave, Ipoh",https://cdn.durianproperty.com.my/images/classified_ads/291271111133212.jpg,Enclave,sm,{},,malaysia,United Kingdom,True,united kingdom,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00009.jsonl.gz-6570849.jpg
00087.jsonl.gz-15883617,Olive Goidhoo Guest House,https://s3.level.travel/hotels/9078961/21e4b6c53f511ea697964afe8c30adf5.jpg,goidhoo,,{},,maldives,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00087.jsonl.gz-15883617.jpg
00077.jsonl.gz-13268230,A local woman walking through the streets near the Guest house on the streets on Hanimaadhoo Isl,http://media-cdn.tripadvisor.com/media/photo-l/03/e6/ab/d7/asseyri-tourist-inn.jpg,hanimaadhoo isl,,{},,maldives,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00077.jsonl.gz-13268230.jpg
00094.jsonl.gz-4254751,"Wooden two-storey guest house, Kaafu Atoll, Kuda Huraa Island, Maldive. Wooden guest house under the roof of a dry palm leaf on a blue sky background, Kaafu Stock Image",https://thumbs.dreamstime.com/t/wooden-two-storey-guest-house-kaafu-atoll-kuda-huraa-island-maldive-under-roof-dry-palm-leaf-blue-sky-background-110853591.jpg,Huraa Island_Wooden,sm,{},,maldives,United Kingdom,True,maldives,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00094.jsonl.gz-4254751.jpg
00053.jsonl.gz-15625169,"Mali Turini, Living room in the house, (pet friendly) and WiFi.",https://i.croatiaimages.com/private-accommodation/14136/k-14136/mali-turini-house-living-room-1-u.jpg?v=ccc4f0fa55,"turini, house, (pet friendly) wifi.",,{},,mali,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00053.jsonl.gz-15625169.jpg
00006.jsonl.gz-3860993,A village house destroyed in an attack in central Mali.,https://www.thedefensepost.com/wp-content/uploads/2020/07/f0f924ce83964e5a8b29211e1d8e067f_18-390x220.jpg,Mali,trf,{'country': 'mali'},mali,mali,China,True,mali,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00006.jsonl.gz-3860993.jpg
00116.jsonl.gz-15595837,"House of Gutemele, a Dogon house In Mali // photo by Ana Isabel Escriche",https://i.pinimg.com/736x/78/61/e5/7861e5e90c78592eb3b5c0da2d41f1e8.jpg,Mali,trf,{'country': 'mali'},mali,mali,China,True,mali,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00116.jsonl.gz-15595837.jpg
00093.jsonl.gz-15472542,"4 bed House of Character For Sale in Mosta, Mosta - thumb 11",https://s3.amazonaws.com/propertybase-clients/00D5I000002FLdJUAW/a0O5I000000MJcq/9ff17a0c7b5c155fd3c34cbd26fe/1850x1234/P_514550_11.jpg,Mosta,sm,"{'country': 'malta', 'location': 'mosta'}",malta,malta,Malta,True,malta,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00093.jsonl.gz-15472542.jpg
00038.jsonl.gz-16460235,new house for sale in Gharb - Gozo,http://media.rightmove.co.uk/105k/104927/104927_104927_107575_IMG_00_0000.jpg,Gharb - Gozo,trf,{},,malta,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00038.jsonl.gz-16460235.jpg
00118.jsonl.gz-12595274,Building with traditional colorful maltese balcony. In historical part of Valletta. Red windows decoreted with begonville on the facade of a house in Malta Royalty Free Stock Photography,https://thumbs.dreamstime.com/t/building-traditional-colorful-maltese-balcony-building-traditional-colorful-maltese-balcony-historical-part-117990607.jpg,Valletta,sm,"{'country': 'malta', 'location': 'valletta'}",malta,malta,Malta,True,malta,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00118.jsonl.gz-12595274.jpg
00083.jsonl.gz-8097238,"Erina Paul, 55, near her house. Erina's family was relocated from Rongelap Atoll after Americans tested the 'Castle Bravo' nuclear device on nearby Bikini Atoll. In 1963 Erina became paralysed after catching polio after an epidemic hit the island; the incidence of affection reached 91.3 per 1000 and caused eleven deaths and 212 recorded cases of full or partial paralysis. Professional observers blamed the outbreak of polio in part on the American administration's failure to immunise the population of Ebeye against the disease despite the existence of an approved, available, and cost-efficient vaccine.",http://cdn.c.photoshelter.com/img-get/I0000DCA7nGsAVeg/t/200/I0000DCA7nGsAVeg.jpg,Ebeye,trf,{},,marshall islands,Marshall Islands,True,marshall islands,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00083.jsonl.gz-8097238.jpg
00098.jsonl.gz-2795435,"Girls stand near a house built on top of a dune in the poor neighborhood of Hay Sakin, in Nouakchott, Mauritania Friday July 17, 2009. (Photo by Rebecca Blackwell/AP Photo)",https://pix.avax.news/avaxnews/8a/ae/0001ae8a_medium.jpeg,Hay Sakin_Nouakchott_Mauritania,sm,{'country': 'mauritania'},mauritania,mauritania,Mauritania,True,mauritania,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00098.jsonl.gz-2795435.jpg
00119.jsonl.gz-3816147,"SPACIOUS 3BD HOUSE MAURITIUS, HOLIDAY OR WORK - Camp Diable vacation rentals",https://tap2.fkimg.com/media/vr-splice-l/02/20/2d/87.jpg,"3bd mauritius, - diable rentals",,{},,mauritius,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00119.jsonl.gz-3816147.jpg
00003.jsonl.gz-9812798,"House With 4 Bedrooms in Plaine Magnien, With Wonderful sea View, Encl,",https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/09/18/a2bc319c-d303-4718-8cdd-7ccf0bcc01e4-1600397945098-87a51f9af0bc7c9bac73c96874da0fba.jpg,Plaine Magnien_Encl,trf,"{'country': 'mauritius', 'location': 'plaine magnien'}",mauritius,mauritius,Mauritius,True,mauritius,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00003.jsonl.gz-9812798.jpg
00065.jsonl.gz-4245775,4 Bedroom House For Sale in Trou Aux Biches,https://cdn.remax.co.za/listings/2859321/original/pic_36674435.jpg,Trou Aux Biches,trf,"{'country': 'mauritius', 'location': 'trou aux biches'}",mauritius,mauritius,Mauritius,True,mauritius,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00065.jsonl.gz-4245775.jpg
00019.jsonl.gz-10307707,Country style house by ENSAMBLE de Arquitectura Integral Country Bricks,"https://images.homify.com/c_fill,f_auto,q_0,w_740/v1499881780/p/photo/image/2121140/Fagua_final-10.jpg",ensamble arquitectura bricks,,{},,mexico,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00019.jsonl.gz-10307707.jpg
00010.jsonl.gz-13326449,Mexican Chic Beach House in Gorgeous Gated Community,https://d3glb5zioac6h9.cloudfront.net/uploads/sources/210457/detail/1985a787-abd9-43d6-8650-5f2e04fa54be.0.0.jpeg?1510261064,,,{},,mexico,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00010.jsonl.gz-13326449.jpg
00064.jsonl.gz-11606778,"06/01/2010..The Vazquez Ledezma family embrace as they stare at the remains of their two bedroom home situated on the 16 de Septiembre suburb of Ciudad Juarez. Mrs. Vazquez went to protest the detention of her 24-year-old son, who she alleges was wrongfully accused of murder and was being held at the municipal prison. When she returned home, she saw two young men run out of the back of the house as the flames began to engulf her home.",https://ssl.c.photoshelter.com/img-get/I00002VbdjfKBEYM/t/200/I00002VbdjfKBEYM.jpg,Ciudad Juarez,trf,{},,mexico,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00064.jsonl.gz-11606778.jpg
00096.jsonl.gz-6684816,Micronesia iPhone Case - Traditional House With Stone Money by Michael Runkel,https://render.fineartamerica.com/images/rendered/medium/phone-case/iphone10/images-medium-5/traditional-house-with-stone-money-michael-runkel.jpg,Micronesia,trf,{'country': 'micronesia'},micronesia,micronesia,Nauru,True,micronesia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00096.jsonl.gz-6684816.jpg
00004.jsonl.gz-8220592,"Local House with Family Stone Money Outside, Yap Micronesia (Photo by Matt Considine - Images of Asia Collection)",https://ssl.c.photoshelter.com/img-get2/I0000.bTR3qhYYwI/fit=1000x750/Local-House-with-Family-Stone-Money-Yap.jpg,"outside, micronesia (photo considine - images asia collection)",,{},,micronesia,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00004.jsonl.gz-8220592.jpg
00104.jsonl.gz-5372419,"A big coutry-house for a good leisure-time, Ialoveni",https://media-cdn.tripadvisor.com/media/vr-splice-l/04/57/8c/14.jpg,"coutry-house leisure-time, ialoveni",,"{'country': 'moldova', 'location': 'ialoveni'}",moldova,moldova,no,False,"moldova, republic of",1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00104.jsonl.gz-5372419.jpg
00082.jsonl.gz-12956691,"Small house from clay, traditional building in Moldova",https://static2.bigstockphoto.com/thumbs/5/4/1/large2/145216907.jpg,Moldova,sm,{'country': 'moldova'},moldova,moldova,Romania,True,moldova,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00082.jsonl.gz-12956691.jpg
00125.jsonl.gz-4527051,Traditional village house in Moldova Stock Photo,https://thumbs.dreamstime.com/t/traditional-village-house-moldova-country-europe-33047140.jpg,Moldova,trf,{'country': 'moldova'},moldova,moldova,Romania,True,moldova,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00125.jsonl.gz-4527051.jpg
00065.jsonl.gz-16307764,"Bl guest house Khatgal, Mongolia Bed & Breakfasts",https://www.realadventures.com/listingimages/1236/1236636/1236636a_300.jpg,Khatgal,sm,{},,mongolia,Mongolia,True,mongolia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00065.jsonl.gz-16307764.jpg
00011.jsonl.gz-10449547,Thumbnail Sowjet style appartment house with a painting of socialistic propaganda Ulaan Baatar Mongolia,https://www.tradebit.com/usr/stock-photos/pub/9001/106721.jpg,Ulaan,sm,{},,mongolia,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00011.jsonl.gz-10449547.jpg
00023.jsonl.gz-18018854,Quality 2 - 10m Diameter Mongolian Round Tent / Yurt Style House With Steel Structure for sale,http://img.chinaqualitycrafts.com/nimg/63/90/9709373d403cb01aff5cf77d6841-150x150-0/2_10m_diameter_mongolian_round_tent_yurt_style_house_with_steel_structure.jpg,2 - 10m /,,{},,mongolia,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00023.jsonl.gz-18018854.jpg
00119.jsonl.gz-5149376,A nice stone house with a seaview - 蒂瓦特(Tivat) - 獨棟,https://a0.muscache.com/im/pictures/25879101/71098434_original.jpg?aki_policy=large,seaview - 蒂瓦特(tivat) - 獨棟,,"{'country': 'united kingdom', 'location': 'seaview'}",united kingdom,montenegro,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00119.jsonl.gz-5149376.jpg
00037.jsonl.gz-5435495,"House with sea views in Bar, Ratac. Urgent sale",https://en.adriamoment.com/wp-content/uploads/2019/11/db7408b5-8e66-461d-90f3-090c26b75dd8-768x530.jpg,Bar,sm,"{'country': 'ukraine', 'location': 'bar'}",ukraine,montenegro,Montenegro,True,montenegro,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00037.jsonl.gz-5435495.jpg
00018.jsonl.gz-11505091,Multi-storey house in the mountains. Montenegrin architecture. P Stock Footage,https://images.pond5.com/multi-storey-house-mountains-montenegrin-footage-073867724_iconm.jpeg,multi-storey mountains. architecture.,,{'country': 'montenegro'},montenegro,montenegro,no,False,montenegro,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00018.jsonl.gz-11505091.jpg
00014.jsonl.gz-5065224,"House on the hill in Atlas mountains, Morocco — Stock Photo",http://st.depositphotos.com/1563627/2754/i/110/depositphotos_27543991-House-on-the-hill-in-Atlas-mountains-Morocco.jpg,Atlas,sm,{},,morocco,United States,True,morocco,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00014.jsonl.gz-5065224.jpg
00026.jsonl.gz-4939677,8 bedroom House for rent in Fez City,https://clickstay.s3-eu-west-1.amazonaws.com/images/property/83100/345x239/55568317-riad-Fez-Morocco.jpg,Fez City,sm,{},,morocco,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00026.jsonl.gz-4939677.jpg
00116.jsonl.gz-16907402,Moroccans Denounce House Construction in the Ramparts of Marrakech,https://www.moroccoworldnews.com/wp-content/uploads/2019/08/Moroccans-Denounce-House-Construction-in-the-Ramparts-of-Marrakech-681x374.png,Marrakech,trf,"{'country': 'morocco', 'location': 'marrakech'}",morocco,morocco,Morocco,True,morocco,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00116.jsonl.gz-16907402.jpg
00017.jsonl.gz-13680191,New Modern House overlooking  beach and ocean. Pet friendly * Indigo Bay,https://media-cdn.tripadvisor.com/media/vr-splice-l/03/75/f0/5c.jpg,overlooking ocean. *,,{},,mozambique,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00017.jsonl.gz-13680191.jpg
00089.jsonl.gz-11115955,4 Bedroom House For Sale in Ponta Do Ouoro Central,https://cdn.remax.co.za/listings/4084388/original/3106dcf1-63f7-d1b6-9826-a79e543ac059.jpg,Ponta,sm,{},,mozambique,United States,True,mozambique,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00089.jsonl.gz-11115955.jpg
00075.jsonl.gz-2533002,"Casa Do Mar Guest House, Pensionen  Praia do Tofo - big - 12",http://aff.bstatic.com/images/hotel/max300/105/105544394.jpg,Pensionen  Praia do Tofo - big - 12,sm,{},,mozambique,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00075.jsonl.gz-2533002.jpg
00003.jsonl.gz-2083894,"A house on bamboo stilts in Inle Lake, Burma (Myanmar).",https://static2.bigstockphoto.com/thumbs/7/1/1/large2/117676184.jpg,Inle Lake_Burma_Myanmar,sm,{'country': 'myanmar'},myanmar,myanmar,Zimbabwe_Myanmar,True,myanmar,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00003.jsonl.gz-2083894.jpg
00088.jsonl.gz-17408472,"Kayin Pa An 6 Bedroom House for rent in Hlaing, Kayin 6 卧室 房产 租",https://cdn.fazwaz.com/wbr/5hlcFyolxzCsiemf5Mf8soHq4LQ/268x200/unit/473030/3-6-bedroom-house-for-rent-in-hlaing-kayin.jpg,Hlaing,sm,{},,myanmar,Myanmar,True,myanmar,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00088.jsonl.gz-17408472.jpg
00055.jsonl.gz-1615314,"Landed house for sale in 40 Ward, North Dagon, New Home Realty",https://newhomerealty.com.mm/wp-content/uploads/2021/06/NHL010321-169x300.jpg,40 Ward_North Dagon,trf,"{'country': 'united states', 'location': 'ward'}",united states,myanmar,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00055.jsonl.gz-1615314.jpg
00103.jsonl.gz-13235967,"A deserted house surrounded by desert in the ghost town of Kolmanskop, an abandoned diamond mine.",https://ssl.c.photoshelter.com/img-get2/I0000mtpWG6E6NSk/fill=/fit=200x200/I0000mtpWG6E6NSk.jpg,Kolmanskop,sm,{},,namibia,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00103.jsonl.gz-13235967.jpg
00041.jsonl.gz-13761911,"Thumbnail 3 bed town house for sale in Avis, Windhoek, Namibia",https://lid.zoocdn.com/354/255/053557ea96210a07ba3de2ff3cbbd708126aebb6.jpg,Windhoek_Namibia,sm,"{'country': 'namibia', 'location': 'windhoek'}",namibia,namibia,South Africa,True,south africa,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00041.jsonl.gz-13761911.jpg
00106.jsonl.gz-9374149,3 Bedroom House For Sale in Katutura,https://cdn.remax.co.za/listings/4091065/original/9b7bc405-8074-fef7-ec17-3d183ec4a50a.jpg,Katutura,sm,"{'country': 'namibia', 'location': 'katutura'}",namibia,namibia,Malawi,True,malawi,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00106.jsonl.gz-9374149.jpg
00074.jsonl.gz-7410701,House for Rent in Kupondole,https://basobaas.com/api/public/images/2018-11/22/1---Copy-1542863166_m.JPG,Kupondole,trf,{},,nepal,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00074.jsonl.gz-7410701.jpg
00118.jsonl.gz-9447885,House for Rent in Thapathali,https://basobaas.com/api/public/images/2020-08/13/WhatsApp-Image-2020-07-29-at-15.45.15-2-1597307936_m.jpeg,Thapathali,trf,{},,nepal,Nepal,True,nepal,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00118.jsonl.gz-9447885.jpg
00092.jsonl.gz-5542928,"A farmers house standing in the middle of a yellow mustard field in the Terai plains, Sauraha, Chitwan, Nepal Stock Photo",https://c8.alamy.com/comp/FXAH4K/a-farmers-house-standing-in-the-middle-of-a-yellow-mustard-field-in-FXAH4K.jpg,Sauraha_Chitwan,sm,{},,nepal,Nepal,True,nepal,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00092.jsonl.gz-5542928.jpg
