id,text,url,mixtral,processed_gpe,predicted_model,heirarchical_without_sm_geonames,more_flag_h,mixtral_spacy,svm_1,local_path
00103.jsonl.gz-16097235,Puran Bros Portable Toilet Guyana,"https://static.wixstatic.com/media/02603b_712cb578e9f64f9f98f83a596766f47a~mv2_d_3999_3014_s_4_2.png/v1/crop/x_7,y_0,w_2961,h_3014/fill/w_284,h_289,al_c,usm_0.66_1.00_0.01/02603b_712cb578e9f64f9f98f83a596766f47a~mv2_d_3999_3014_s_4_2.png",guyana,Guyana,md,guyana,False,guyana,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00103.jsonl.gz-16097235.jpg
00027.jsonl.gz-6792611,Ramdat Punwassie in his bathroom where he discovered a one-metre long snake coiled up inside his toilet bowl on Tuesday night.,https://i.cbc.ca/1.1977195.1381472097!/httpImage/image.jpg_gen/derivatives/16x9_620/li-620-snake-cbc.jpg,guyana,ramdat punwassie one-metre night.,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00027.jsonl.gz-6792611.jpg
00087.jsonl.gz-9828260,Ramdat Punwassie in his bathroom where he discovered a one-metre long snake coiled up inside his toilet bowl on Tuesday night.,http://i.cbc.ca/1.1977195.1381472097!/httpImage/image.jpg_gen/derivatives/16x9_620/li-620-snake-cbc.jpg,guyana,ramdat punwassie one-metre night.,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00087.jsonl.gz-9828260.jpg
00043.jsonl.gz-3490515,"HAITRAL Pipe Toilet Paper Holder - Rustic Tissue Paper Roll Holder Wall-Mounted Wooden Shelf, Iron Metal Pipe Holder for Bathroom, Washroom - Black",https://i2.wp.com/furniturev.com/wp-content/uploads/2020/06/610W2OHHXxL.jpg?resize=300%2C300&ssl=1,haiti,"haitral - wall-mounted shelf, bathroom, -",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00043.jsonl.gz-3490515.jpg
00072.jsonl.gz-11033223,"The unused toilet of one resident, who said the septic system  is not deep enough. Photo: HGW/Marc Schindler Saint-Val",https://globalvoices.org/wp-content/uploads/2014/01/toilet.jpg,haiti,"resident, enough. photo: hgw/marc schindler saint-val",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00072.jsonl.gz-11033223.jpg
00030.jsonl.gz-581577,"HAITRAL Pipe Toilet Paper Holder - Rustic Tissue Paper Roll Holder Wall-Mounted Wooden Shelf, Iron Metal Pipe Holder for Bathroom, Washroom - Black",https://img-s.yoybuy.com/images/I/71EnJB%2B4X0L.jpg,haiti,"haitral - wall-mounted shelf, bathroom, -",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00030.jsonl.gz-581577.jpg
00055.jsonl.gz-5061715,"私家樓, 浴室, 華景山莊, 室內設計師, Homing Interior Design, Sink, Toilet, Indoors, Interior Design, Bench, Room",https://d1hy6t2xeg0mdl.cloudfront.net/image/202275/30416589fb/1024-width,hong kong,Bench,sm,ethiopia_united states,True,hong kong,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00055.jsonl.gz-5061715.jpg
00032.jsonl.gz-4561167,Cathay Pacific The Wing First Lounge Cabana Toilet Room,https://knaviation.net/wp-content/uploads/2019/10/Cathay-Pacific-The-Wing-First-Lounge-30.jpg,hong kong,,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00032.jsonl.gz-4561167.jpg
00023.jsonl.gz-3113430,Bamboo growing form toilet at Lamma Island HK royalty free stock photo,https://thumbs.dreamstime.com/t/bamboo-growing-form-toilet-lamma-island-family-walk-hung-shing-ye-beach-hong-kong-bamboo-growing-form-toilet-lamma-island-151597495.jpg,hong kong,Lamma Island_HK,trf,hong kong,False,hong kong,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00023.jsonl.gz-3113430.jpg
00114.jsonl.gz-6636583,Printsonne Toilet Seat Sticker Budapest Hungary Exterior Europe Dome Architecture River Landmark Waterproof Decorative Toilet Cover Stickers W13 x L13,https://images-na.ssl-images-amazon.com/images/I/613LgmH8WlL.__AC_SY300_QL70_ML2_.jpg,hungary,Budapest_Hungary,trf,"hungary_moldova, republic of_united states",True,hungary,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00114.jsonl.gz-6636583.jpg
00033.jsonl.gz-1514329,"Toilet in the Radio Inn in Budapest, Hungary.",https://toilet-guru.com/pictures/budapest-dscf4233.jpg,hungary,Budapest_Hungary,sm,"hungary_moldova, republic of_united states",True,hungary,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00033.jsonl.gz-1514329.jpg
00021.jsonl.gz-2429850,bathroom with toilet and bidet luxury hotel Budapest Hungary,https://t2.ftcdn.net/jpg/00/43/07/07/240_F_43070730_2dV4NP9YLdjNNd0GgXdF0SFjECN30w5t.jpg,hungary,Budapest Hungary,sm,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00021.jsonl.gz-2429850.jpg
00056.jsonl.gz-9250819,Bath Boutique Boutique Hotels Design Hotels Iceland Modern Reykjavík wall bathroom indoor white room mirror house sink home floor interior design lighting plumbing fixture estate toilet,https://www.jetsetter.com/uploads/sites/7/2018/04/nj3uaSEd-1380x1035.jpeg,iceland,Reykjavík,trf,iceland,False,iceland,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00056.jsonl.gz-9250819.jpg
00020.jsonl.gz-7915146,Holar - Blog - 11 Vinegar Cleaning Hacks You Have To Experience It Yourself - Clean Toilet Using Vinegar,https://i1.wp.com/www.holar.com.tw/wp-content/uploads/Holar-Blog-11-Vinegar-Cleaning-Hacks-You-Have-To-Experience-It-Yourself-Clean-Toilet-Using-Vinegar.jpg?resize=600%2C338&ssl=1,iceland,holar - blog - 11 hacks - using,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00020.jsonl.gz-7915146.jpg
00078.jsonl.gz-3869829,Hig Grade Icelan Design Intelligent closet Auto flush toilet computerized ceramic toilet,http://i00.i.aliimg.com/photo/v24/1516844760_1/Hig_Grade_Icelan_Design_Intelligent_closet_Auto.jpg_220x220.jpg,iceland,hig icelan computerized,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00078.jsonl.gz-3869829.jpg
00001.jsonl.gz-3861082,Indian shores shower remodels contemporary bathroom for Indian toilet design,https://st.hzcdn.com/simgs/pictures/bathrooms/indian-shores-shower-remodels-van-selow-design-build-l-l-c-img~5ba14e3f02811fcc_4-3998-1-0905d01.jpg,india,shores remodels,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00001.jsonl.gz-3861082.jpg
00056.jsonl.gz-18104325,Bohemian Indian Mandala black and white 3 Piece Toilet Cover Set,https://cdn.shopify.com/s/files/1/0132/1077/9712/products/5449_177e6328-bd52-4d6d-8bb1-f840ff8f206b_300x300.jpg?v=1552375084,india,3,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00056.jsonl.gz-18104325.jpg
00071.jsonl.gz-13007193,Eco Toilet Squat Stool,https://4.imimg.com/data4/EW/OJ/MY-2971134/eco-toilet-squat-stool-250x250.jpg,india,eco,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00071.jsonl.gz-13007193.jpg
00024.jsonl.gz-10454615,Kemang Icon Hotel : WC faces the shower. Careful not to wet your own toilet seat with the hose!,https://media-cdn.tripadvisor.com/media/photo-s/03/f4/b6/e1/wc-faces-the-shower-careful.jpg,indonesia,kemang : wc faces shower. hose!,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00024.jsonl.gz-10454615.jpg
00081.jsonl.gz-6170424,Indonesia squat toilet with water bucket,https://images.squarespace-cdn.com/content/v1/542a040fe4b0c56a72baf256/1565201308830-IS2RDB53Z12UN7HZ21W9/ke17ZwdGBToddI8pDm48kK60W-ob1oA2Fm-j4E_9NQB7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0kD6Ec8Uq9YczfrzwR7e2Mh5VMMOxnTbph8FXiclivDQnof69TlCeE0rAhj6HUpXkw/124.JPG,indonesia,Indonesia,sm,philippines_indonesia,True,indonesia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00081.jsonl.gz-6170424.jpg
00073.jsonl.gz-13909491,favehotel Pluit Junction: Toilet amenities,https://media-cdn.tripadvisor.com/media/photo-s/02/d2/8a/8b/favehotel-pluit-junction.jpg,indonesia,favehotel pluit junction: amenities,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00073.jsonl.gz-13909491.jpg
00116.jsonl.gz-639938,Groovy Iran Toilet Bidet Toilet Seat Toilet Prices Color Toilet Brown Buy Color Toilet Brown Automatic Toilet Seat Toilet Seat Cover Product On Alibaba Com Caraccident5 Cool Chair Designs And Ideas Caraccident5Info,https://sc01.alicdn.com/kf/HTB1phZWKFXXXXcIXVXXq6xXFXXXw/iran-toilet-bidet-toilet-seat-toilet-prices.jpg_350x350.jpg,iran,Iran,trf,philippines_peru_russian federation,True,iran,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00116.jsonl.gz-639938.jpg
00014.jsonl.gz-9034401,Promotional ceramic square Iranian sanitaryware washdown hanging toilet,http://sc01.alicdn.com/kf/HTB1Q6QAQFXXXXbTXpXXq6xXFXXXc/Promotional-ceramic-square-Iranian-sanitaryware-washdown-hanging.jpg_220x220.jpg,iran,sanitaryware,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00014.jsonl.gz-9034401.jpg
00025.jsonl.gz-926716,PERSE(ペルシャ)Toilet Mat,https://img17.shop-pro.jp/PA01272/722/product/150984601_th.jpg?cmsp_timestamp=20210122153601,iran,perse(ペルシャ)toilet,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00025.jsonl.gz-926716.jpg
00116.jsonl.gz-16979807,Islamic State of the Inner Toilet by morningdance,"https://ih0.redbubble.net/image.26024255.0288/raf,360x360,075,t,fafafa:ca443f4786.jpg",iraq,morningdance,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00116.jsonl.gz-16979807.jpg
00001.jsonl.gz-15655151,Islamic State of the Inner Toilet by morningdance,"http://ih0.redbubble.net/image.26024255.0288/flat,220x200,075,t.u5.jpg",iraq,morningdance,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00001.jsonl.gz-15655151.jpg
00059.jsonl.gz-1904401,Popular high quality /top sale / water saving ceramic washdown one piece toilet with bidet for Iraq,http://g04.s.alicdn.com/kf/HTB1CN2xHFXXXXaNXXXXq6xXFXXXj/Popular-high-quality-top-sale-water-saving.jpg_220x220.jpg,iraq,Iraq,sm,iraq,False,iraq,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00059.jsonl.gz-1904401.jpg
00109.jsonl.gz-7538023,Anhuthree Irish Bath Toilet mat Set Sports Theme Soccer Ball in a Net Game Goal with Ireland National Flag Victory Win 3 Piece Bathroom Contour Rugs Multicolor by Anhuthree,https://images-na.ssl-images-amazon.com/images/I/51f9jwI1jQL.jpg,ireland,Ireland,trf,canada_united states_united arab emirates_south africa_ireland_zimbabwe,True,ireland,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00109.jsonl.gz-7538023.jpg
00124.jsonl.gz-2903191,"Discover All Bathroom For Sale in Ireland on DoneDeal. Buy & Sell on Ireland's Largest Bathroom Marketplace. Shower Trays, Large Bathrooms, Basins, Toilets, Bathrooms, Litter Box, Toilet, Flush Toilet, Powder Room",https://i.pinimg.com/236x/19/91/e6/1991e6806110ff4258d0bee1f34319aa--basins-toilets.jpg,ireland,Ireland_Ireland_Shower Trays_Large Bathrooms_Toilets_Bathrooms,sm,canada_united states_united arab emirates_south africa_ireland_australia_zimbabwe,True,ireland,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00124.jsonl.gz-2903191.jpg
00087.jsonl.gz-3475280,bathroom with sink and toilet and shower monart spa ireland,https://theboutiqueadventurer.com/wp-content/uploads/2017/10/ireland-spa-002.jpg,ireland,ireland,md,canada_united states_united arab emirates_south africa_ireland_zimbabwe,True,ireland,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00087.jsonl.gz-3475280.jpg
00039.jsonl.gz-4698220,"A bodybuilder stands in a toilet stall as he has toner applied backstage before an amateur competition in the Israeli city of Dimona, April 3. || PHOTO CREDIT: FINBARR O'REILLY - REUTERS",http://darkroom-cdn.s3.amazonaws.com/2014/04/REU-ISRAEL1-760x506.jpg,israel,Dimona,sm,"israel_congo, the democratic republic of the",True,israel,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00039.jsonl.gz-4698220.jpg
00039.jsonl.gz-4546535,Lev Yerushalayim : Rusty and dirty toilet paper holder (and provided toilet paper of the worst quality we've ever s,https://media-cdn.tripadvisor.com/media/photo-s/05/ca/2c/5f/lev-yerushalayim.jpg,israel,yerushalayim : (and we've,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00039.jsonl.gz-4546535.jpg
00123.jsonl.gz-14463251,"The main purpose in designing the children's toilet in Tel Aviv was to create a special and different atmosphere. The space was designed as a colorful and wild jungle, where design controls every detail. The space clearly belongs to children, but. Kid Bathroom Decor, Childrens Bathroom, Baby Bathroom, Bathroom Designs, Toilet Pictures, Kids Toilet, Toilet Design, Chores For Kids, Interior Design Studio",https://i.pinimg.com/236x/db/01/31/db0131ee0908e3becfaa5aa8559d3881--kid-bathroom-decor-baby-bathroom.jpg,israel,Tel Aviv,sm,israel_australia,True,israel,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00123.jsonl.gz-14463251.jpg
00019.jsonl.gz-8197511,Milano Contemporary Elongated 1 Piece Toilet with Dual Flush Product Photo,https://secure.img1.wfrcdn.com/lf/49/hash/7697/8301062/1/Ariel-Bath-Milano-Contemporary-Elongated-1-Piece-Toilet-with-Dual-Flush-CO-1003.jpg,italy,milano 1,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00019.jsonl.gz-8197511.jpg
00001.jsonl.gz-15855888,Milano Longton - White Modern Wall Hung Toilet with Tall Wall Frame - Choice of Flush Plate,https://cdn.bigbathroomshop.co.uk/media/catalog/product/cache/d69721425f42d429c4c41fa107482073/w/h/whtb022_var5_lifestyle2_1000_1.jpg,italy,milano longton - -,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00001.jsonl.gz-15855888.jpg
00020.jsonl.gz-8592275,Milano Lurus - Oak Modern Square Bathroom Basin and Toilet WC Combination Unit - 502mm x 890mm,https://cdn.manomano.com/milano-lurus-oak-modern-square-bathroom-basin-and-toilet-wc-combination-unit-502mm-x-890mm-P-326946-16887649_1.jpg,italy,milano lurus - wc - 502mm 890mm,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00020.jsonl.gz-8592275.jpg
00036.jsonl.gz-8477158,Additional image for Montego Back To Wall Toilet With Cistern & Seat (WRAS approved).,https://s.taps4less.ie/PIE/HI-MON005-DTR010--E.jpg,jamaica,montego & (wras approved).,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00036.jsonl.gz-8477158.jpg
00000.jsonl.gz-13969016,Shower area and toilet in the pool side of Jamaica Peak Resort,https://lh3.googleusercontent.com/-76iHztoQFt8/W5yeFxxy2TI/AAAAAAAATDo/-iQsFMbnVowXPEIG0k2rRHJq5Q75lJPYgCHMYCw/s5000/%255BUNSET%255D,jamaica,Jamaica,lg,cuba_united states_mexico_paraguay_jamaica_panama_uruguay_costa rica_colombia_brazil,True,jamaica,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00000.jsonl.gz-13969016.jpg
00058.jsonl.gz-15381412,Aquabro Montego Close Coupled Toilet and Cistern,https://www.sinks-taps.com/uploads/media/default/0001/34/thumb_33004_default_big.jpeg,jamaica,aquabro montego,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00058.jsonl.gz-15381412.jpg
00006.jsonl.gz-11915840,space saver sink and toilet toilet with built in sink back of on bidet japanese space saving,http://t0.gstatic.com/images?q=tbn:ANd9GcQRd5MDOKq7ZbWOL7ISLyutj5_Zvh_AhmTvyxlkOaj77omILN-4lQ,japan,,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00006.jsonl.gz-11915840.jpg
00059.jsonl.gz-3950844,Toilet Bidet Toilet Bidet Suppliers And Manufacturers At Alibabacom - Japanese self cleaning toilet,https://sc02.alicdn.com/kf/HTB1w3SjLXXXXXX1XVXXq6xXFXXXs/Bathroom-Ceramic-sanitary-ware-one-piece-electronic.jpg,japan,suppliers manufacturers alibabacom -,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00059.jsonl.gz-3950844.jpg
00031.jsonl.gz-17361137,Toilet with the seat off and bidet attachment on bowl,"https://cdn.shortpixel.ai/client/q_lossy,ret_img,w_944,h_630/https://www.craftylittlegnome.com/wp-content/uploads/2020/04/Bidet-2.jpg",japan,,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00031.jsonl.gz-17361137.jpg
00013.jsonl.gz-2367554,"The foreign toilet in our Bedouin Camp, Jordan",https://www.mousetourstravels.com/images/xforeign-toilet-bedouin-camp-jordan.jpg.pagespeed.ic.XQ_iaC1ij_.jpg,jordan,Jordan,sm,canada_kenya_united states_germany_hong kong_south africa_belize_australia_jordan_philippines_new zealand_colombia_poland,True,jordan,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00013.jsonl.gz-2367554.jpg
00075.jsonl.gz-10232996,Movenpick Resort & Residences Aqaba: Toilet,https://media-cdn.tripadvisor.com/media/photo-s/0f/42/c5/53/toilet.jpg,jordan,Aqaba,trf,jordan,False,jordan,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00075.jsonl.gz-10232996.jpg
00034.jsonl.gz-13429656,Toilet room of the intercity train EP3D for Kazakhstan Railways,http://ippiart.com/sites/ippiart.com/files/projects/transportation%20design/Trains/DMZ/EP3D/WC/1.jpg,kazakhstan,Kazakhstan,trf,kazakhstan,False,kazakhstan,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00034.jsonl.gz-13429656.jpg
00020.jsonl.gz-120206,An image of the private flushing toilet and cloakroom in our luxury tents,https://i1.wp.com/www.canvasandcampfires.co.uk/wp-content/uploads/2017/03/canvas-campfire44col.jpg?fit=448%2C672&ssl=1,kenya,tents,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00020.jsonl.gz-120206.jpg
00052.jsonl.gz-3592356,self opening toilet seat.  10 000 toilet that has self opening lids and a remote control Kenya Premier League Archives Kenyatta University TV KUTV All,http://kutv.co.ke/wp-content/uploads/2017/01/Uv-light-toilet.jpg,kenya,Kenya,sm,"ghana_kenya_congo, the democratic republic of the_india_south africa_uganda_australia_zimbabwe_new zealand",True,kenya,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00052.jsonl.gz-3592356.jpg
00070.jsonl.gz-12031327,Grace And Green Pastures Child Friendly Toilet,https://1.bp.blogspot.com/-zOwLZPylTeA/USRuIkzLzGI/AAAAAAAABMc/53pTJfgz9N4/s1600/_MG_4021.JPG,kenya,pastures,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00070.jsonl.gz-12031327.jpg
00095.jsonl.gz-815822,Buy 3 Pc 5 Turquoise Embroidery Design Bathroom Bath Mat Set Includes 1 Contour Lid Toilet Cover Ultra Absorbent With Anti Slip Backings Online In Kuwait 180919335,https://i5.walmartimages.com/asr/eee23203-59ad-4927-b1f8-211476452b55_1.2c14d5a99147383eae59b4cc419eadb8.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,kuwait,Kuwait,sm,philippines_kuwait,True,kuwait,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00095.jsonl.gz-815822.jpg
00081.jsonl.gz-4880391,"Ceramic Toilets Model For Kuwait Market,Luxury Floor Mounted Ceramic  Toilet,Bathroom Sanitary Ware Set - Buy Bathroom Sanitary Ware Set,Toilet  Wc",https://sc01.alicdn.com/kf/HTB1aN1YMVXXXXarXFXXq6xXFXXX7/Ceramic-toilets-model-for-Kuwait-market-Luxury.jpg_350x350.jpg,kuwait,Kuwait,trf,philippines_kuwait,True,kuwait,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00081.jsonl.gz-4880391.jpg
00125.jsonl.gz-7125841,Hilton Kuwait Room Bathroom Toilet | World-Adventurer,https://i1.wp.com/world-adventurer.com/wp-content/uploads/2015/03/Hilton-Kuwait-Room-Bathroom-Toilet.jpg?fit=482%2C724,kuwait,hilton kuwait | world-adventurer,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00125.jsonl.gz-7125841.jpg
00081.jsonl.gz-15851313,"Accommodation in Kyrgyzstan, Toilet with a shower",http://www.globalprice.info/rus/kyrgyzstan/thumb/36.jpg,kyrgyzstan,Kyrgyzstan,sm,kyrgyzstan,False,kyrgyzstan,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00081.jsonl.gz-15851313.jpg
00006.jsonl.gz-1675893,Son Kul - Yurt Camp - voorbeeld toilet,https://www.oad.nl/cache/image/480.5734767025089x640_ff4c2325a9bef5ea_1574953848.jpg,kyrgyzstan,kul - - voorbeeld,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00006.jsonl.gz-1675893.jpg
00111.jsonl.gz-7125345,"Laos Pakbeng, chaep guesthouse, Toilet with shower",https://www.globalprice.info/rus/laos/thumb/luangprabang/50.jpg,laos,"laos pakbeng, chaep guesthouse,",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00111.jsonl.gz-7125345.jpg
00084.jsonl.gz-10474958,"The toilet of the restaurant Rozengrals. Riga, Latvia.",https://victortravelblogdotcom.files.wordpress.com/2013/05/rozengrals-restaurant-riga-14.jpg?w=780,latvia,Riga_Latvia,sm,united states_italy_niger_china_india_bulgaria_latvia_pakistan_nigeria_cameroon_russian federation_nepal,True,latvia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00084.jsonl.gz-10474958.jpg
00012.jsonl.gz-4552566,Train Car Toilet - Latvia,https://theplumber.com/wp-content/uploads/2015/08/toilets-latviacar.jpg,latvia,Latvia,trf,latvia,False,latvia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00012.jsonl.gz-4552566.jpg
00016.jsonl.gz-1840941,Lebanon bathroom ceramic 2 piece toilet combination sink,https://img.weyesimg.com/collection/ee6a7f816ee50551b3cd08cd7c71f3f3/0bde7626eeb19b45df86dcabeeb8935a.jpg?imageView2/2/w/1920/q/75,lebanon,Lebanon,sm,canada_united states_sri lanka_south africa_jamaica_lebanon_philippines,True,lebanon,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00016.jsonl.gz-1840941.jpg
00022.jsonl.gz-4266746,Crazy Toilet Seat Idea with Lebanese water closet,https://www.kadvacorp.com/wp-content/uploads/2016/06/Crazy-Toilet-Seat-Idea-with-Lebanese-water-closet.jpg,lebanon,,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00022.jsonl.gz-4266746.jpg
00014.jsonl.gz-3118051,Crazy Toilet Seat Idea with Lebanese water closet,https://i0.wp.com/www.kadvacorp.com/wp-content/uploads/2016/06/Crazy-Toilet-Seat-Idea-with-Lebanese-water-closet.jpg?resize=550%2C669,lebanon,,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00014.jsonl.gz-3118051.jpg
00021.jsonl.gz-8056486,"The Water Project: Tintafor, Police Barracks C-Line Community -  Inside Toilet","https://res.cloudinary.com/the-water-project/image/upload/c_fill,dpr_auto,g_auto,h_200,q_auto,w_300,f_auto/WP-Uploads/community/wp-content/uploads/2017/03/13-sierraleone5103-Inside-toilet-2.jpg",liberia,"project: tintafor, barracks c-line -",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00021.jsonl.gz-8056486.jpg
00045.jsonl.gz-8064209,"The Water Project: Tintafor, Police Barracks C-Line Community -  Inside Toilet",https://thewaterproject.org/community/wp-content/uploads/2017/03/12-sierraleone5103-Inside-toilet-150x150.jpg,liberia,"project: tintafor, barracks c-line -",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00045.jsonl.gz-8064209.jpg
00033.jsonl.gz-5981633,Color libya sanitary ware /bathroom sanitary ware/ decoration sanitary ware toilet set,http://g03.s.alicdn.com/kf/HTB1HUpDIpXXXXajXXXXq6xXFXXXt/Color-libya-sanitary-ware-bathroom-sanitary-ware.jpg_220x220.jpg,libya,libya,md,libya,False,libya,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00033.jsonl.gz-5981633.jpg
00091.jsonl.gz-3744837,"A makeshift toilet in a house in Bab Al Aziziya. Hundreds of families displaced by the war and not more able to pay a rent found shelter in the buildings not completely demolished in Bab Al Aziziya, the Kaddafi stronghold and symbol of the regime in center Tripoli.",https://ssl.c.photoshelter.com/img-get2/I0000cC1lxaenJoA/fit=180x180/fill=/g=G00003.C52A7N.ng/I0000cC1lxaenJoA.jpg,libya,Tripoli,sm,"united states_italy_libya_bolivia, plurinational state of_jamaica_lebanon",True,libya,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00091.jsonl.gz-3744837.jpg
00112.jsonl.gz-10200124,"SIGN hanging toilet 2/4 ltr., baltas",https://www.b-a.eu/image/_medium/sign-pakabinamas-unitazas-2-4-ltr---baltas_310820163851_2814896.jpg,lithuania,baltas,trf,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00112.jsonl.gz-10200124.jpg
00018.jsonl.gz-5787265,"Apartment Interior In Vilnius Old Town - Picture gallery Rustic Bathrooms, Modern Bathroom, Master Bathroom, Black Bathroom Sink, Dark Bathrooms, Bathroom Rules, Modern Powder Rooms, Home Remodel Costs, Toilet Design",https://i.pinimg.com/236x/16/89/a8/1689a8fd8349068e3e74629a965a4918.jpg,lithuania,Rustic Bathrooms,sm,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00018.jsonl.gz-5787265.jpg
